Order_Date,Customer_ID,Order_ID,Quantity,City,District,Catalog_Number,Hebrew_Description,English_Description,Added_Date,Family_Item_ID,Family_Item_Name,Sales_Price_No_VAT,Sales_Price_With_VAT,Cost_Price,Cost_Import_USD,Cost_Production_USD,Size,Color_ID,Color_Name
4/3/2022,100110,SO22000098,1,Ir ha-Karmel,חיפה,NHD1001-15-2,ינג כחול כיסוי 100% כותנה במילוי מיקרופייבר 400 גר' 150/200,400GSM PREMIUM MICROFIBER BLANKET BLUE PIPING 15,5/31/2021,שמיכות,שמיכות,427,499,15,0,0,150/200,2,PAGEANT BLUE
4/3/2022,100110,SO22000098,3,Ir ha-Karmel,חיפה,NHD1002-15-2,שמיכת פוך פייפינג כיסוי 100% כותנה מיקרופייבר 600 גר' 150/2,600GSM PREMIUM MICROFIBER BLANKET BLUE PIPING 15,5/31/2021,שמיכות,שמיכות,469,549,17,0,0,150/200,2,PAGEANT BLUE
4/3/2022,100110,SO22000098,1,Ir ha-Karmel,חיפה,NHT3004-15-16,מגבת גוף  אפור כהה 100% כותנה 600 גר' 90/150,Body towel 100% cotton Aqua Fibro 600 gsm 90x150,5/31/2021,מגבות,מגבות אקווה פיברו,196,229,10,0,0,90/150,16,Bruschetta
4/3/2022,100110,SO22000098,1,Ir ha-Karmel,חיפה,NHT3005-15-26,מגבת גוף טורקיז  100% כותנה 600 גר' 90/150,Body towel 100% cotton Aqua Fibro 600 gsm 90x150,5/31/2021,מגבות,מגבות אקווה פיברו,196,229,10,0,0,90/150,26,Peach Bud
4/3/2022,100110,SO22000098,1,Ir ha-Karmel,חיפה,NHT3006-15-23,מגבת פסים 150X90 כחול 600 גר',STRIPE TOWEL 150X90 BLUE 600 GSM,12/15/2021,מגבות,מגבות אקווה פיברו,213,249,10,0,0,150/90,23,China Blue
4/3/2022,100110,SO22000098,1,Ir ha-Karmel,חיפה,NHT3006-15-24,מגבת גוף תכלת  100% כותנה 600 גר' 90/150,Body towel 100% cotton Aqua Fibro 600 gsm 90x150,5/31/2021,מגבות,מגבות אקווה פיברו,196,229,10,0,0,90/150,24,Peach Dust
4/3/2022,100111,SO22000099,1,Herzliya,תל אביב,NHB5080-16-3,"סט 100% כותנה סטן 220 160 סמ DEEP WATER""",100% CTS. 220 200x220+160x200+2x50x70 DEEP WATER,5/31/2021,220S,סאטן 220,597,699,25,0,0,160/200,3,CURDS & WHEY
4/3/2022,100111,SO22000099,1,Ra'anana, מרכז,NHB5080-16-3,"סט 100% כותנה סטן 220 160 סמ DEEP WATER""",100% CTS. 220 200x220+160x200+2x50x70 DEEP WATER,5/31/2021,220S,סאטן 220,597,699,25,0,0,160/200,3,CURDS & WHEY
4/3/2022,100111,SO22000099,1,Herzliya,תל אביב,NHB5195-16-25,"סט 100% כותנה סטן 220 160 סמ  LOST AT SEA""",100% CTS. 220 200x220+160x200+2x50x70 LOST AT SE,5/31/2021,220S,סאטן 220,597,699,0,0,0,160/200,25,Sunburn
4/3/2022,100111,SO22000099,1,Ra'anana, מרכז,NHB5195-16-25,"סט 100% כותנה סטן 220 160 סמ  LOST AT SEA""",100% CTS. 220 200x220+160x200+2x50x70 LOST AT SE,5/31/2021,220S,סאטן 220,597,699,0,0,0,160/200,25,Sunburn
4/3/2022,100111,SO22000099,1,Herzliya,תל אביב,NHB5340-16-3,"סט 100% כותנה סטן 220 160 סמ NIGHT SAILING""",100% CTS. 220 200x220+160x200+2x50x70 NIGHT SAILING,5/30/2021,220S,סאטן 220,597,699,0,0,0,160/200,3,CURDS & WHEY
4/3/2022,100111,SO22000099,1,Ra'anana, מרכז,NHB5340-16-3,"סט 100% כותנה סטן 220 160 סמ NIGHT SAILING""",100% CTS. 220 200x220+160x200+2x50x70 NIGHT SAILING,5/30/2021,220S,סאטן 220,597,699,0,0,0,160/200,3,CURDS & WHEY
4/3/2022,100111,SO22000099,1,Herzliya,תל אביב,NHP1004-1-2,כרית ויסקו לוגו רקום כיסוי 100% במבוק 950 גר',VISCO PILLOW 60X40+12CM BAMBOO FABRIC 950GSM,5/31/2021,כריות,כריות,341,399,9,0,0,40/60,2,PAGEANT BLUE
4/3/2022,100111,SO22000099,1,Ra'anana, מרכז,NHP1004-1-2,כרית ויסקו לוגו רקום כיסוי 100% במבוק 950 גר',VISCO PILLOW 60X40+12CM BAMBOO FABRIC 950GSM,5/31/2021,כריות,כריות,341,399,9,0,0,40/60,2,PAGEANT BLUE
4/3/2022,100111,SO22000099,1,Herzliya,תל אביב,NHRU403-XL-3,חלוק אמבטיה  כחול 100% כותנה אקווה פיברו XL,"Bath robe 100% cotton Aqua fibro  BLUE SIZE XL""",5/31/2021,חלוקים,חלוקי אמבטיה אקווה פיברו,427,499,21,0,0,XL,3,CURDS & WHEY
4/3/2022,100111,SO22000099,1,Ra'anana, מרכז,NHRU403-XL-3,חלוק אמבטיה  כחול 100% כותנה אקווה פיברו XL,"Bath robe 100% cotton Aqua fibro  BLUE SIZE XL""",5/31/2021,חלוקים,חלוקי אמבטיה אקווה פיברו,427,499,21,0,0,XL,3,CURDS & WHEY
4/3/2022,100111,SO22000099,1,Herzliya,תל אביב,NHT4S1011-1-38,סט 2+2 פרימיום 100% כותנה ורוד ואפור בהיר 550 גר',Towel set 2+2 100% cotton Premium 550 gsm sea si,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,38,L. Denim
4/3/2022,100111,SO22000099,1,Ra'anana, מרכז,NHT4S1011-1-38,סט 2+2 פרימיום 100% כותנה ורוד ואפור בהיר 550 גר',Towel set 2+2 100% cotton Premium 550 gsm sea si,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,38,L. Denim
4/3/2022,100112,SO22000100,1,Haïfa,חיפה,NHB5195-9-25,"סט 100% כותנה סטן 220 90 סמ LOST AT SEA""",100% CTS. 220 200x220+90x200+2x50x70 LOST AT SEA,5/31/2021,220S,סאטן 220,401,469,20,0,0,90/200,25,Sunburn
4/3/2022,100112,SO22000100,2,Haïfa,חיפה,NHT4S1011-1-38,סט 2+2 פרימיום 100% כותנה ורוד ואפור בהיר 550 גר',Towel set 2+2 100% cotton Premium 550 gsm sea si,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,38,L. Denim
4/3/2022,100112,SO22000100,2,Haïfa,חיפה,NHT4S1012-1-16,סט 2+2 פרימיום 100% כותנה אפור וכהה ורוד 550 גר',Towel set 2+2 100% cotton Premium 550 gsm pink gray,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,16,Bruschetta
4/3/2022,100112,SO22000100,2,Haïfa,חיפה,NHT4S1014-1-11,סט 2+2 פרימיום 100% כותנה שמנת וסנד 550 גר',Towel set 2+2 100% cotton Premium 550 gsm cream+,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,11,GOLD
4/3/2022,100113,SO22000101,1,Tel Aviv-Jaffa,תל אביב,NHB5195-18-25,"סט 100% כותנה סטן 220 180 סמ LOST AT SEA""",100% CTS. 220 200x220+180x200+2x50x70 LOST AT SE,5/31/2021,220S,סאטן 220,640,749,30,0,0,180/200,25,Sunburn
4/3/2022,100113,SO22000101,2,Tel Aviv-Jaffa,תל אביב,NHP1005-1-2,כרית ויסקו ג'ל קירור לוגו רקום כיסוי 100% במבוק 950 גר',VISCO PILLOW WITH GEL 60X40+12CM BAMBOO FABRIC 9,5/31/2021,כריות,כריות,427,499,11,0,0,40/60,2,PAGEANT BLUE
4/3/2022,100113,SO22000101,1,Tel Aviv-Jaffa,תל אביב,NHRU401-L-5,חלוק אמבטיה אפור  100% כותנה אקווה פיברו L,"Bath robe 100% cotton Aqua fibro  GREY SIZE L""",5/31/2021,חלוקים,חלוקי אמבטיה אקווה פיברו,427,499,21,0,0,L,5,Inkwell
4/3/2022,100113,SO22000101,1,Tel Aviv-Jaffa,תל אביב,NHRU401-S-5,חלוק אמבטיה אפור 100% כותנה אקווה פיברו S,"Bath robe 100% cotton Aqua fibro  GREY SIZE S""",5/31/2021,חלוקים,חלוקי אמבטיה אקווה פיברו,427,499,21,0,0,S,5,Inkwell
4/3/2022,100113,SO22000101,1,Tel Aviv-Jaffa,תל אביב,NHT3002-15-20,מגבת גוף כחול  100% כותנה 600 גר' 90/150,Body towel 100% cotton Aqua Fibro 600 gsm 90x150,5/31/2021,מגבות,מגבות אקווה פיברו,196,229,10,0,0,90/150,20,SILVER
4/3/2022,100113,SO22000101,1,Tel Aviv-Jaffa,תל אביב,NHT3007-15-11,מגבת גוף סנד  100% כותנה 600 גר' 90/150,Body towel 100% cotton Aqua Fibro 600 gsm 90x150,5/31/2021,מגבות,מגבות אקווה פיברו,196,229,10,0,0,90/150,11,GOLD
4/3/2022,100113,SO22000101,1,Tel Aviv-Jaffa,תל אביב,NHT4S1012-1-16,סט 2+2 פרימיום 100% כותנה אפור וכהה ורוד 550 גר',Towel set 2+2 100% cotton Premium 550 gsm pink gray,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,16,Bruschetta
4/3/2022,100114,SO22000102,1,Rehovot, מרכז,NHB5080-12-3,"סט 100% כותנה סטן 220 120 סמ DEEP WATER""",100% CTS. 220 200x220+120x200+2x50x70 DEEP WATER,5/31/2021,220S,סאטן 220,427,499,20,0,0,120/200,3,CURDS & WHEY
4/3/2022,100114,SO22000102,1,Rehovot, מרכז,NHD1002-15-2,שמיכת פוך פייפינג כיסוי 100% כותנה מיקרופייבר 600 גר' 150/2,600GSM PREMIUM MICROFIBER BLANKET BLUE PIPING 15,5/31/2021,שמיכות,שמיכות,469,549,17,0,0,150/200,2,PAGEANT BLUE
4/3/2022,100114,SO22000102,1,Rehovot, מרכז,NHT3002-14-20,מגבת גוף כחול  100% כותנה 600 גר' 70/140,Body towel 100% cotton Aqua Fibro 600 gsm 90x140,5/31/2021,מגבות,מגבות אקווה פיברו,162,189,7,0,0,70/140,20,SILVER
4/3/2022,100114,SO22000102,1,Rehovot, מרכז,NHT3002-9-20,מגבת פנים כחול 100% כותנה 600 גר' 50/90,"Face towel 100% cotton Aqua Fibro 600 gsm 50x90""",5/31/2021,מגבות,מגבות אקווה פיברו,76,89,4,0,0,50/90,20,SILVER
4/3/2022,100114,SO22000102,1,Rehovot, מרכז,NHT3004-14-16,מגבת גוף אפור כהה  100% כותנה 600 גר' 70/140,Body towel 100% cotton Aqua Fibro 600 gsm 90x140,5/31/2021,מגבות,מגבות אקווה פיברו,162,189,7,0,0,70/140,16,Bruschetta
4/3/2022,100114,SO22000102,1,Rehovot, מרכז,NHT3004-9-16,מגבת פנים אפור כהה 100% כותנה 600 גר' 50/90,"Face towel 100% cotton Aqua Fibro 600 gsm 50x90""",5/31/2021,מגבות,מגבות אקווה פיברו,76,89,4,0,0,50/90,16,Bruschetta
4/3/2022,100114,SO22000102,2,Rehovot, מרכז,NHT3008-14-2,מגבת גוף לבן  100% כותנה 600 גר' 70/140,Body towel 100% cotton Aqua Fibro 600 gsm 90x140,5/31/2021,מגבות,מגבות אקווה פיברו,162,189,7,0,0,70/140,2,PAGEANT BLUE
4/3/2022,100114,SO22000102,2,Rehovot, מרכז,NHT3008-9-2,מגבת פנים לבן  100% כותנה 600 גר' 50/90,"Face towel 100% cotton Aqua Fibro 600 gsm 50x90""",5/31/2021,מגבות,מגבות אקווה פיברו,76,89,4,0,0,50/90,2,PAGEANT BLUE
4/3/2022,100114,SO22000102,1,Rehovot, מרכז,NHT4S1007-1-17,סט 2+2 פרימיום 100% כותנה לבן ואפור 550 גר',Towel set 2+2 100% cotton Premium 550 gsm white+,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,17,Peach Pink
4/3/2022,100114,SO22000102,1,Rehovot, מרכז,NHT4S1013-1-2,סט 2+2 פרימיום 100% כותנה לבן וכחול 550 גר',Towel set 2+2 100% cotton Premium 550 gsm white+,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,2,PAGEANT BLUE
4/3/2022,100115,SO22000103,1,Rehovot, מרכז,NHB5110-16-25,"סט 100% כותנה סטן 220 160 סמ  SEA OF LOVE""",100% CTS. 220 200x220+160x200+2x50x70 SEA OF LOV,5/31/2021,220S,סאטן 220,597,699,0,0,0,160/200,25,Sunburn
4/3/2022,100115,SO22000103,1,Rehovot, מרכז,NHD1002-22-2,שמיכת פוך פייפינג כיסוי 100% כותנה מיקרופייבר 600 גר' 200/2,600GSM PREMIUM MICROFIBER BLANKET BLUE PIPING 22,5/31/2021,שמיכות,שמיכות,683,799,23,0,0,200/220,2,PAGEANT BLUE
4/3/2022,100115,SO22000103,2,Rehovot, מרכז,NHP1007-15-2,כרית לוגו רקום פייפינג זהב כפול 550 גר.,GOLD DOWN PILLOW 50X70CM 550GSM,5/31/2021,כריות,כריות,597,699,31,0,0,50/70,2,PAGEANT BLUE
4/3/2022,100115,SO22000103,1,Rehovot, מרכז,NHT4S1014-1-11,סט 2+2 פרימיום 100% כותנה שמנת וסנד 550 גר',Towel set 2+2 100% cotton Premium 550 gsm cream+,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,11,GOLD
4/3/2022,100116,SO22000104,1,Tzurit,צפון,NHB5195-18-25,"סט 100% כותנה סטן 220 180 סמ LOST AT SEA""",100% CTS. 220 200x220+180x200+2x50x70 LOST AT SE,5/31/2021,220S,סאטן 220,640,749,30,0,0,180/200,25,Sunburn
4/3/2022,100116,SO22000104,1,Tzurit,צפון,NHD1002-22-2,שמיכת פוך פייפינג כיסוי 100% כותנה מיקרופייבר 600 גר' 200/2,600GSM PREMIUM MICROFIBER BLANKET BLUE PIPING 22,5/31/2021,שמיכות,שמיכות,683,799,23,0,0,200/220,2,PAGEANT BLUE
4/3/2022,100116,SO22000104,1,Tzurit,צפון,NHRU402-M-2,חלוק אמבטיה לבן 100% כותנה אקווה פיברו M,"Bath robe 100% cotton Aqua fibro  WHITE SIZE M""",5/31/2021,חלוקים,חלוקי אמבטיה אקווה פיברו,427,499,21,0,0,M,2,PAGEANT BLUE
4/3/2022,100116,SO22000104,1,Tzurit,צפון,NHT3003-15-17,מגבת גוף  אפור בהיר 100% כותנה 600 גר' 90/150,Body towel 100% cotton Aqua Fibro 600 gsm 90x150,5/31/2021,מגבות,מגבות אקווה פיברו,196,229,10,0,0,90/150,17,Peach Pink
4/3/2022,100116,SO22000104,1,Tzurit,צפון,NHT3004-15-16,מגבת גוף  אפור כהה 100% כותנה 600 גר' 90/150,Body towel 100% cotton Aqua Fibro 600 gsm 90x150,5/31/2021,מגבות,מגבות אקווה פיברו,196,229,10,0,0,90/150,16,Bruschetta
4/3/2022,100116,SO22000104,1,Tzurit,צפון,NHT3006-15-24,מגבת גוף תכלת  100% כותנה 600 גר' 90/150,Body towel 100% cotton Aqua Fibro 600 gsm 90x150,5/31/2021,מגבות,מגבות אקווה פיברו,196,229,10,0,0,90/150,24,Peach Dust
4/3/2022,100116,SO22000104,2,Tzurit,צפון,NHT3007-15-11,מגבת גוף סנד  100% כותנה 600 גר' 90/150,Body towel 100% cotton Aqua Fibro 600 gsm 90x150,5/31/2021,מגבות,מגבות אקווה פיברו,196,229,10,0,0,90/150,11,GOLD
4/3/2022,100117,SO22000105,1,Petah Tikva, מרכז,NHB7001-16-5,"סט 100% כותנה סטן 300 160 סמ  GRAY PIPING""",100% CTS. 300 200x220+160x200+2x50x70 PIPING GRAY,5/31/2021,300S,סאטן 300,811,949,0,0,0,160/200,5,Inkwell
4/3/2022,100117,SO22000105,1,Petah Tikva, מרכז,NHB7003-16-2,"סט 100% כותנה סטן 300 160 סמ  WHITE  PIPING""",100% CTS. 300 200x220+160x200+2x50x70 PIPING WHITE,5/31/2021,300S,סאטן 300,811,949,39,0,0,160/200,2,PAGEANT BLUE
4/3/2022,100117,SO22000105,1,Petah Tikva, מרכז,NHB7005-1-2,זוג ציפיות סטן 300 לבן,2 PILLOW CASE 100% SATIN 300 WHITE PIPING BLUE,5/31/2021,300S,סאטן 300,170,199,0,0,0,50/70,2,PAGEANT BLUE
4/3/2022,100117,SO22000105,1,Petah Tikva, מרכז,NHP1002-1-2,כרית לוגו רקום פייפינג כחול כיסוי 100% כותנה במילוי מיקרופי,PILLOW WITH BLUE PIPING 50X70 MICROFIBER 1100GSM,5/31/2021,כריות,כריות,170,199,6,0,0,50/70,2,PAGEANT BLUE
4/3/2022,100117,SO22000105,1,Petah Tikva, מרכז,NHP1005-1-2,כרית ויסקו ג'ל קירור לוגו רקום כיסוי 100% במבוק 950 גר',VISCO PILLOW WITH GEL 60X40+12CM BAMBOO FABRIC 9,5/31/2021,כריות,כריות,427,499,11,0,0,40/60,2,PAGEANT BLUE
4/3/2022,100117,SO22000105,1,Petah Tikva, מרכז,NHRU403-M-3,חלוק אמבטיה כחול 100% כותנה אקווה פיברו M,"Bath robe 100% cotton Aqua fibro  BLUE SIZE M""",5/31/2021,חלוקים,חלוקי אמבטיה אקווה פיברו,427,499,21,0,0,M,3,CURDS & WHEY
4/3/2022,100117,SO22000105,1,Petah Tikva, מרכז,NHT3008-9-2,מגבת פנים לבן  100% כותנה 600 גר' 50/90,"Face towel 100% cotton Aqua Fibro 600 gsm 50x90""",5/31/2021,מגבות,מגבות אקווה פיברו,76,89,4,0,0,50/90,2,PAGEANT BLUE
4/3/2022,100118,SO22000106,1,Binyamina-Giv'at Ada,חיפה,NHB1002-16-2,"סט 100% כותנה סטן 220 160 סמ  BASIC WHITE""",100% CTS. 220 200x220+160x200+2x50x70 BASIC WHIT,5/31/2021,220B,סאטן 220 בסיק,512,599,28,0,0,160/200,2,PAGEANT BLUE
4/3/2022,100118,SO22000106,1,Binyamina-Giv'at Ada,חיפה,NHB7003-16-2,"סט 100% כותנה סטן 300 160 סמ  WHITE  PIPING""",100% CTS. 300 200x220+160x200+2x50x70 PIPING WHITE,5/31/2021,300S,סאטן 300,811,949,39,0,0,160/200,2,PAGEANT BLUE
4/3/2022,100118,SO22000106,4,Binyamina-Giv'at Ada,חיפה,NHP1005-1-2,כרית ויסקו ג'ל קירור לוגו רקום כיסוי 100% במבוק 950 גר',VISCO PILLOW WITH GEL 60X40+12CM BAMBOO FABRIC 9,5/31/2021,כריות,כריות,427,499,11,0,0,40/60,2,PAGEANT BLUE
4/3/2022,100118,SO22000106,1,Binyamina-Giv'at Ada,חיפה,NHT3008-9-2,מגבת פנים לבן  100% כותנה 600 גר' 50/90,"Face towel 100% cotton Aqua Fibro 600 gsm 50x90""",5/31/2021,מגבות,מגבות אקווה פיברו,76,89,4,0,0,50/90,2,PAGEANT BLUE
4/3/2022,100119,SO22000107,1,Kiryat-Motzkin,חיפה,NHB1002-16-2,"סט 100% כותנה סטן 220 160 סמ  BASIC WHITE""",100% CTS. 220 200x220+160x200+2x50x70 BASIC WHIT,5/31/2021,220B,סאטן 220 בסיק,512,599,28,0,0,160/200,2,PAGEANT BLUE
4/3/2022,100119,SO22000107,1,Kiryat-Motzkin,חיפה,NHB7001-16-5,"סט 100% כותנה סטן 300 160 סמ  GRAY PIPING""",100% CTS. 300 200x220+160x200+2x50x70 PIPING GRAY,5/31/2021,300S,סאטן 300,811,949,0,0,0,160/200,5,Inkwell
4/3/2022,100119,SO22000107,1,Kiryat-Motzkin,חיפה,NHB7003-16-2,"סט 100% כותנה סטן 300 160 סמ  WHITE  PIPING""",100% CTS. 300 200x220+160x200+2x50x70 PIPING WHITE,5/31/2021,300S,סאטן 300,811,949,39,0,0,160/200,2,PAGEANT BLUE
4/3/2022,100119,SO22000107,2,Kiryat-Motzkin,חיפה,NHP1005-1-2,כרית ויסקו ג'ל קירור לוגו רקום כיסוי 100% במבוק 950 גר',VISCO PILLOW WITH GEL 60X40+12CM BAMBOO FABRIC 9,5/31/2021,כריות,כריות,427,499,11,0,0,40/60,2,PAGEANT BLUE
4/3/2022,100120,SO22000108,1,Karmiel,צפון,NHB5080-18-3,"סט 100% כותנה סטן 220 180 סמ DEEP WATER""",100% CTS. 220 200x220+180x200+2x50x70 DEEP WATER,5/31/2021,220S,סאטן 220,640,749,27,0,0,180/200,3,CURDS & WHEY
4/3/2022,100120,SO22000108,1,Karmiel,צפון,NHB5340-18-3,"סט 100% כותנה סטן 220 180 סמ NIGHT SAILING""",100% CTS. 220 200x220+180x200+2x50x70 NIGHT SAIL,5/30/2021,220S,סאטן 220,640,749,32,95,0,180/200,3,CURDS & WHEY
4/3/2022,100120,SO22000108,2,Karmiel,צפון,NHD1002-15-2,שמיכת פוך פייפינג כיסוי 100% כותנה מיקרופייבר 600 גר' 150/2,600GSM PREMIUM MICROFIBER BLANKET BLUE PIPING 15,5/31/2021,שמיכות,שמיכות,469,549,17,0,0,150/200,2,PAGEANT BLUE
4/3/2022,100120,SO22000108,2,Karmiel,צפון,NHP1004-1-2,כרית ויסקו לוגו רקום כיסוי 100% במבוק 950 גר',VISCO PILLOW 60X40+12CM BAMBOO FABRIC 950GSM,5/31/2021,כריות,כריות,341,399,9,0,0,40/60,2,PAGEANT BLUE
4/3/2022,100121,SO22000109,1,Kiryat-Ata,חיפה,NHB5110-16-25,"סט 100% כותנה סטן 220 160 סמ  SEA OF LOVE""",100% CTS. 220 200x220+160x200+2x50x70 SEA OF LOV,5/31/2021,220S,סאטן 220,597,699,0,0,0,160/200,25,Sunburn
4/3/2022,100121,SO22000109,1,Kiryat-Ata,חיפה,NHB5195-9-25,"סט 100% כותנה סטן 220 90 סמ LOST AT SEA""",100% CTS. 220 200x220+90x200+2x50x70 LOST AT SEA,5/31/2021,220S,סאטן 220,401,469,20,0,0,90/200,25,Sunburn
4/3/2022,100121,SO22000109,1,Kiryat-Ata,חיפה,NHB5210-9-2,"סט 100% כותנה פרקל 200 90 סמ SAIL ON""",100% CTP. 200 200x220+90x200+2x50x70 SAIL ON,5/31/2021,200PERCA,פרקל 200,401,469,21,0,0,90/200,2,PAGEANT BLUE
4/3/2022,100121,SO22000109,1,Kiryat-Ata,חיפה,NHB7003-16-2,"סט 100% כותנה סטן 300 160 סמ  WHITE  PIPING""",100% CTS. 300 200x220+160x200+2x50x70 PIPING WHITE,5/31/2021,300S,סאטן 300,811,949,39,0,0,160/200,2,PAGEANT BLUE
4/3/2022,100121,SO22000109,2,Kiryat-Ata,חיפה,NHP1002-1-2,כרית לוגו רקום פייפינג כחול כיסוי 100% כותנה במילוי מיקרופי,PILLOW WITH BLUE PIPING 50X70 MICROFIBER 1100GSM,5/31/2021,כריות,כריות,170,199,6,0,0,50/70,2,PAGEANT BLUE
4/3/2022,100121,SO22000109,1,Kiryat-Ata,חיפה,NHRU402-L-2,חלוק אמבטיה לבן 100% כותנה אקווה פיברו L,"Bath robe 100% cotton Aqua fibro  WHITE SIZE L""",5/31/2021,חלוקים,חלוקי אמבטיה אקווה פיברו,427,499,21,0,0,L,2,PAGEANT BLUE
4/3/2022,100122,SO22000110,1,Petah Tikva, מרכז,NHB7003-16-2,"סט 100% כותנה סטן 300 160 סמ  WHITE  PIPING""",100% CTS. 300 200x220+160x200+2x50x70 PIPING WHITE,5/31/2021,300S,סאטן 300,811,949,39,0,0,160/200,2,PAGEANT BLUE
4/3/2022,100122,SO22000110,1,Petah Tikva, מרכז,NHB7005-1-2,זוג ציפיות סטן 300 לבן,2 PILLOW CASE 100% SATIN 300 WHITE PIPING BLUE,5/31/2021,300S,סאטן 300,170,199,0,0,0,50/70,2,PAGEANT BLUE
4/3/2022,100122,SO22000110,2,Petah Tikva, מרכז,NHD1002-15-2,שמיכת פוך פייפינג כיסוי 100% כותנה מיקרופייבר 600 גר' 150/2,600GSM PREMIUM MICROFIBER BLANKET BLUE PIPING 15,5/31/2021,שמיכות,שמיכות,469,549,17,0,0,150/200,2,PAGEANT BLUE
4/3/2022,100122,SO22000110,1,Petah Tikva, מרכז,NHP1001-1-2,2 כריות מודפסות כיסוי 100% כותנה במילוי מיקרופייבר 800 גר',2PACK PILLOW WITH LOGO 100% COTTON  50X70 800GSM,5/31/2021,כריות,כריות,213,249,4,0,0,50/70,2,PAGEANT BLUE
4/3/2022,100122,SO22000110,2,Petah Tikva, מרכז,NHT3008-14-2,מגבת גוף לבן  100% כותנה 600 גר' 70/140,Body towel 100% cotton Aqua Fibro 600 gsm 90x140,5/31/2021,מגבות,מגבות אקווה פיברו,162,189,7,0,0,70/140,2,PAGEANT BLUE
4/3/2022,100122,SO22000110,1,Petah Tikva, מרכז,NHT3008-9-2,מגבת פנים לבן  100% כותנה 600 גר' 50/90,"Face towel 100% cotton Aqua Fibro 600 gsm 50x90""",5/31/2021,מגבות,מגבות אקווה פיברו,76,89,4,0,0,50/90,2,PAGEANT BLUE
4/3/2022,100122,SO22000110,1,Petah Tikva, מרכז,NHT4S1013-1-2,סט 2+2 פרימיום 100% כותנה לבן וכחול 550 גר',Towel set 2+2 100% cotton Premium 550 gsm white+,5/31/2021,מגבות P,מגבות פרימיום,363,425,14,0,0,2x140/70+2x50/90,2,PAGEANT BLUE
4/4/2022,100032,SO22000111,1,Yavné, מרכז,NHB7001-18-5,"סט 100% כותנה סטן 300 180 סמ GRAY  PIPING""",100% CTS. 300 200x220+180x200+2x50x70 PIPING GRA,5/31/2021,300S,סאטן 300,854,999,0,0,0,180/200,5,Inkwell
4/4/2022,100032,SO22000111,1,Yavné, מרכז,NHT3003-14-30,מגבת פסים 70X140 קפה 600 גר',STRIPE TOWEL 70X140 COFFEE 600 GSM,12/15/2021,מגבות,מגבות אקווה פיברו,170,199,8,0,0,70/140,30,TURTLEDOVE
4/4/2022,100032,SO22000111,2,Yavné, מרכז,NHT3008-14-2,מגבת גוף לבן  100% כותנה 600 גר' 70/140,Body towel 100% cotton Aqua Fibro 600 gsm 90x140,5/31/2021,מגבות,מגבות אקווה פיברו,162,189,7,0,0,70/140,2,PAGEANT BLUE
4/4/2022,100123,SO22000112,1,Yavné, מרכז,NHB5080-18-3,"סט 100% כותנה סטן 220 180 סמ DEEP WATER""",100% CTS. 220 200x220+180x200+2x50x70 DEEP WATER,5/31/2021,220S,סאטן 220,640,749,27,0,0,180/200,3,CURDS & WHEY
4/4/2022,100123,SO22000112,1,Yavné, מרכז,NHB7005-1-2,זוג ציפיות סטן 300 לבן,2 PILLOW CASE 100% SATIN 300 WHITE PIPING BLUE,5/31/2021,300S,סאטן 300,170,199,0,0,0,50/70,2,PAGEANT BLUE
4/4/2022,100123,SO22000112,1,Yavné, מרכז,NHD1004-22-2,שמיכת גולד פייפינג כיסוי 100% כותנה משקל 1400 גר' 200/220,1400GSM GOLD DOWN BLANKET 220X200CM,5/31/2021,שמיכות,שמיכות,1879,2199,70,0,0,200/220,2,PAGEANT BLUE
4/4/2022,100123,SO22000112,1,Yavné, מרכז,NHP1001-1-2,2 כריות מודפסות כיסוי 100% כותנה במילוי מיקרופייבר 800 גר',2PACK PILLOW WITH LOGO 100% COTTON  50X70 800GSM,5/31/2021,כריות,כריות,213,249,4,0,0,50/70,2,PAGEANT BLUE
4/5/2022,100124,SO22000113,2,Rehovot, מרכז,NHB7004-9-3,"סט 100% כותנה סטן 300 90 סמ BLUE PIPING""",100% CTS. 300 200x220+90x200+2x50x70 PIPING BLUE,5/31/2021,300S,סאטן 300,469,549,0,0,0,90/200,3,CURDS & WHEY
4/5/2022,100124,SO22000113,1,Rehovot, מרכז,NHP1002-1-2,כרית לוגו רקום פייפינג כחול כיסוי 100% כותנה במילוי מיקרופי,PILLOW WITH BLUE PIPING 50X70 MICROFIBER 1100GSM,5/31/2021,כריות,כריות,170,199,6,0,0,50/70,2,PAGEANT BLUE
